customerID,churn_probability,risk_level,model_used
6651-AZVTJ,0.7429,High,Logistic Regression
4566-GOLUK,0.5895,Medium,Logistic Regression
2484-DGXPZ,0.1677,Low,Logistic Regression
2018-QKYGT,0.8636,High,Logistic Regression
2792-VPPET,0.5357,Medium,Logistic Regression
7409-JURKQ,0.3893,Low,Logistic Regression
3247-MHJKM,0.3896,Low,Logistic Regression
1964-SVLEA,0.1637,Low,Logistic Regression
4587-NUKOX,0.7689,High,Logistic Regression
7297-DVYGA,0.0455,Low,Logistic Regression
2239-CGBUZ,0.062,Low,Logistic Regression
0854-UYHZD,0.0675,Low,Logistic Regression
7243-LCGGZ,0.3763,Low,Logistic Regression
8267-KFGYD,0.4078,Medium,Logistic Regression
4890-VMUAV,0.0604,Low,Logistic Regression
9261-WDCAF,0.6411,Medium,Logistic Regression
3764-MNMOI,0.0213,Low,Logistic Regression
7442-YGZFK,0.7135,High,Logistic Regression
0420-BWTPW,0.5919,Medium,Logistic Regression
8229-BUJHX,0.0057,Low,Logistic Regression
7449-HVPIV,0.5408,Medium,Logistic Regression
5504-WSIUR,0.1756,Low,Logistic Regression
8183-ONMXC,0.8417,High,Logistic Regression
8466-PZBLH,0.0943,Low,Logistic Regression
9614-RMGHA,0.4856,Medium,Logistic Regression
8735-IJJEG,0.4553,Medium,Logistic Regression
0564-MUUQK,0.6814,Medium,Logistic Regression
5054-IEXZT,0.8091,High,Logistic Regression
5834-ASPWA,0.8879,High,Logistic Regression
0701-RFGFI,0.6463,Medium,Logistic Regression
0019-EFAEP,0.1133,Low,Logistic Regression
5619-PTMIK,0.2699,Low,Logistic Regression
3737-XBQDD,0.6942,Medium,Logistic Regression
5882-CMAZQ,0.5881,Medium,Logistic Regression
5846-QFDFI,0.4207,Medium,Logistic Regression
4445-KWOKW,0.1343,Low,Logistic Regression
3511-APPBJ,0.5363,Medium,Logistic Regression
7967-HYCDE,0.7037,High,Logistic Regression
2430-RRYUW,0.0521,Low,Logistic Regression
3948-XHGNA,0.3622,Low,Logistic Regression
3723-BFBGR,0.4391,Medium,Logistic Regression
0565-IYCGT,0.0702,Low,Logistic Regression
5447-WZAFP,0.4085,Medium,Logistic Regression
5110-CHOPY,0.0939,Low,Logistic Regression
5445-UTODQ,0.863,High,Logistic Regression
4425-OWHWB,0.1544,Low,Logistic Regression
7892-QVYKW,0.7462,High,Logistic Regression
9675-ICXCT,0.0431,Low,Logistic Regression
1024-VRZHF,0.8576,High,Logistic Regression
4703-MQYKT,0.0612,Low,Logistic Regression
9497-QCMMS,0.94,High,Logistic Regression
5692-ICXLW,0.8102,High,Logistic Regression
0602-DDUML,0.0378,Low,Logistic Regression
2208-MPXIO,0.0236,Low,Logistic Regression
1960-UYCNN,0.8683,High,Logistic Regression
0348-SDKOL,0.5955,Medium,Logistic Regression
3190-FZATL,0.227,Low,Logistic Regression
7336-RLLRH,0.2314,Low,Logistic Regression
4373-MAVJG,0.756,High,Logistic Regression
8901-HJXTF,0.5176,Medium,Logistic Regression
7710-JSYOA,0.1125,Low,Logistic Regression
5419-KLXBN,0.6405,Medium,Logistic Regression
3424-NMNBO,0.5089,Medium,Logistic Regression
9885-MFVSU,0.0865,Low,Logistic Regression
4514-GFCFI,0.8808,High,Logistic Regression
0607-MVMGC,0.1997,Low,Logistic Regression
3365-SAIGS,0.8082,High,Logistic Regression
9828-AOQLM,0.6905,Medium,Logistic Regression
8022-BECSI,0.1136,Low,Logistic Regression
8000-REIQB,0.8778,High,Logistic Regression
9993-LHIEB,0.0198,Low,Logistic Regression
0266-CLZKZ,0.1605,Low,Logistic Regression
7615-ESMYF,0.8431,High,Logistic Regression
3858-VOBET,0.8029,High,Logistic Regression
7020-OZKXZ,0.7136,High,Logistic Regression
3977-QCRSL,0.344,Low,Logistic Regression
0017-DINOC,0.0421,Low,Logistic Regression
1447-PJGGA,0.3313,Low,Logistic Regression
8565-CLBZW,0.7818,High,Logistic Regression
9139-WQQDY,0.3757,Low,Logistic Regression
0224-HJAPT,0.7149,High,Logistic Regression
8086-OVPWV,0.8872,High,Logistic Regression
9430-FRQOC,0.7132,High,Logistic Regression
7639-OPLNG,0.0286,Low,Logistic Regression
3074-GQWYX,0.8215,High,Logistic Regression
1492-QGCLU,0.2497,Low,Logistic Regression
6845-RGTYS,0.6189,Medium,Logistic Regression
7328-OWMOM,0.0588,Low,Logistic Regression
4418-LZMSV,0.2849,Low,Logistic Regression
5155-AZQPB,0.3563,Low,Logistic Regression
8861-HGGKB,0.8389,High,Logistic Regression
1087-GRUYI,0.029,Low,Logistic Regression
7065-YUNRY,0.6639,Medium,Logistic Regression
7694-VLBWQ,0.4263,Medium,Logistic Regression
2546-KZAAT,0.1535,Low,Logistic Regression
0181-RITDD,0.0841,Low,Logistic Regression
5989-PGKJB,0.8056,High,Logistic Regression
4795-KTRTH,0.87,High,Logistic Regression
8272-ONJLV,0.7091,High,Logistic Regression
1488-PBLJN,0.1047,Low,Logistic Regression
0308-GIQJT,0.2611,Low,Logistic Regression
3778-FOAQW,0.1021,Low,Logistic Regression
4452-ROHMO,0.0763,Low,Logistic Regression
6481-OGDOO,0.19,Low,Logistic Regression
3090-LETTY,0.4233,Medium,Logistic Regression
5349-AZPEW,0.6209,Medium,Logistic Regression
3753-TSEMP,0.8385,High,Logistic Regression
8305-VHZBZ,0.4716,Medium,Logistic Regression
9720-JJJOR,0.0938,Low,Logistic Regression
8100-HZZLJ,0.2905,Low,Logistic Regression
8775-ERLNB,0.8748,High,Logistic Regression
8309-IEYJD,0.8321,High,Logistic Regression
9172-JITSM,0.7946,High,Logistic Regression
6298-QDFNH,0.7879,High,Logistic Regression
7398-HPYZQ,0.0343,Low,Logistic Regression
3546-GHEAE,0.1073,Low,Logistic Regression
7361-YPXFS,0.324,Low,Logistic Regression
6557-BZXLQ,0.7657,High,Logistic Regression
2550-QHZGP,0.1957,Low,Logistic Regression
7519-JTWQH,0.1769,Low,Logistic Regression
2538-OIMXF,0.6577,Medium,Logistic Regression
8543-MSDMF,0.7141,High,Logistic Regression
9961-JBNMK,0.8071,High,Logistic Regression
1170-SASML,0.3756,Low,Logistic Regression
4872-JCVCA,0.0195,Low,Logistic Regression
5346-BZCHP,0.0066,Low,Logistic Regression
2038-LLMLM,0.727,High,Logistic Regression
6173-ITPWD,0.5598,Medium,Logistic Regression
9734-UYXQI,0.7792,High,Logistic Regression
1216-BGTSP,0.5848,Medium,Logistic Regression
4138-NAXED,0.4168,Medium,Logistic Regression
2189-UXTKY,0.5925,Medium,Logistic Regression
0744-BIKKF,0.0354,Low,Logistic Regression
7483-IQWIB,0.7251,High,Logistic Regression
5248-KWLAR,0.04,Low,Logistic Regression
4958-GZWIY,0.5746,Medium,Logistic Regression
7996-MHXLW,0.0164,Low,Logistic Regression
7833-PKIHD,0.1044,Low,Logistic Regression
7061-OVMIM,0.0639,Low,Logistic Regression
5153-RTHKF,0.7265,High,Logistic Regression
1852-QSWCD,0.0155,Low,Logistic Regression
4832-VRBMR,0.4663,Medium,Logistic Regression
9079-LWTFD,0.3701,Low,Logistic Regression
6356-ELRKD,0.8625,High,Logistic Regression
8624-GIOUT,0.2077,Low,Logistic Regression
3392-EHMNK,0.0845,Low,Logistic Regression
5986-WWXDV,0.0454,Low,Logistic Regression
3061-BCKYI,0.2709,Low,Logistic Regression
6179-GJPSO,0.4924,Medium,Logistic Regression
7901-TBKJX,0.7703,High,Logistic Regression
7228-PAQPD,0.2759,Low,Logistic Regression
3177-LASXD,0.8077,High,Logistic Regression
7746-QYVCO,0.203,Low,Logistic Regression
5804-HYIEZ,0.5161,Medium,Logistic Regression
9919-FZDED,0.0705,Low,Logistic Regression
5934-TSSAU,0.613,Medium,Logistic Regression
3486-KHMLI,0.2198,Low,Logistic Regression
4897-QSUYC,0.464,Medium,Logistic Regression
1084-UQCHV,0.7092,High,Logistic Regression
8290-YWKHZ,0.8699,High,Logistic Regression
2955-BJZHG,0.7354,High,Logistic Regression
3806-DXQOM,0.7106,High,Logistic Regression
6784-XYJAE,0.2493,Low,Logistic Regression
3933-DQPWX,0.0444,Low,Logistic Regression
6661-EIPZC,0.2148,Low,Logistic Regression
8957-THMOA,0.0134,Low,Logistic Regression
2251-PYLPB,0.0243,Low,Logistic Regression
5555-RNPGT,0.297,Low,Logistic Regression
1057-FOGLZ,0.2355,Low,Logistic Regression
9300-RENDD,0.8879,High,Logistic Regression
0761-AETCS,0.4745,Medium,Logistic Regression
8087-LGYHQ,0.8885,High,Logistic Regression
4137-BTIKL,0.7627,High,Logistic Regression
2190-BCXEC,0.5434,Medium,Logistic Regression
6227-FBDXH,0.3357,Low,Logistic Regression
2153-MREFK,0.4684,Medium,Logistic Regression
2911-WDXMV,0.7051,High,Logistic Regression
7206-PQBBZ,0.8465,High,Logistic Regression
3106-ULWFW,0.8448,High,Logistic Regression
0925-VYDLG,0.8389,High,Logistic Regression
4547-FZJWE,0.0668,Low,Logistic Regression
7422-WNBTY,0.7912,High,Logistic Regression
0842-IWYCP,0.2065,Low,Logistic Regression
3521-HTQTV,0.0439,Low,Logistic Regression
3744-ZBHON,0.4461,Medium,Logistic Regression
3373-DIUUN,0.0338,Low,Logistic Regression
8383-SGHJU,0.1617,Low,Logistic Regression
7607-QKKTJ,0.4065,Medium,Logistic Regression
7707-PYBBH,0.1737,Low,Logistic Regression
8984-HPEMB,0.1754,Low,Logistic Regression
4349-GFQHK,0.7203,High,Logistic Regression
4139-DETXS,0.0237,Low,Logistic Regression
9779-DPNEJ,0.7729,High,Logistic Regression
9805-FILKB,0.0458,Low,Logistic Regression
5793-YOLJN,0.0117,Low,Logistic Regression
0673-IGUQO,0.3876,Low,Logistic Regression
4123-FCVCB,0.4814,Medium,Logistic Regression
8819-IMISP,0.7315,High,Logistic Regression
7802-EFKNY,0.8081,High,Logistic Regression
8311-UEUAB,0.0868,Low,Logistic Regression
5858-EAFCZ,0.6003,Medium,Logistic Regression
8035-BUYVG,0.2131,Low,Logistic Regression
1163-ONYEY,0.2783,Low,Logistic Regression
9787-XVQIU,0.8884,High,Logistic Regression
8945-MUQUF,0.4157,Medium,Logistic Regression
5656-MJEFC,0.0548,Low,Logistic Regression
6082-OQFBA,0.09,Low,Logistic Regression
8051-HJRLT,0.8756,High,Logistic Regression
8974-OVACP,0.3823,Low,Logistic Regression
4010-YLMVT,0.5319,Medium,Logistic Regression
1379-FRVEB,0.8184,High,Logistic Regression
8612-GXIDD,0.1142,Low,Logistic Regression
6288-CHQJB,0.0264,Low,Logistic Regression
8160-HOWOX,0.7761,High,Logistic Regression
3023-GFLBR,0.593,Medium,Logistic Regression
6648-INWPS,0.28,Low,Logistic Regression
4223-BKEOR,0.1834,Low,Logistic Regression
4079-VTGLK,0.3119,Low,Logistic Regression
1763-WQFUK,0.5689,Medium,Logistic Regression
1391-UBDAR,0.7734,High,Logistic Regression
8894-JVDCV,0.2738,Low,Logistic Regression
2023-VQFDL,0.3136,Low,Logistic Regression
1345-GKDZZ,0.2957,Low,Logistic Regression
2014-MKGMH,0.6375,Medium,Logistic Regression
5628-FCGYG,0.8552,High,Logistic Regression
2560-WBWXF,0.0154,Low,Logistic Regression
0248-IPDFW,0.781,High,Logistic Regression
7978-DKUQH,0.7394,High,Logistic Regression
4335-UPJSI,0.0425,Low,Logistic Regression
0524-IAVZO,0.8172,High,Logistic Regression
2737-YNGYW,0.8433,High,Logistic Regression
1784-EZDKJ,0.4918,Medium,Logistic Regression
9297-FVVDH,0.0878,Low,Logistic Regression
8007-YYPWD,0.0896,Low,Logistic Regression
7101-HRBLJ,0.028,Low,Logistic Regression
5159-YFPKQ,0.8471,High,Logistic Regression
6635-CPNUN,0.6467,Medium,Logistic Regression
4021-RQSNY,0.8838,High,Logistic Regression
5453-YBTWV,0.058,Low,Logistic Regression
5039-LZRQT,0.152,Low,Logistic Regression
2931-VUVJN,0.2617,Low,Logistic Regression
9061-TIHDA,0.9161,High,Logistic Regression
8699-ASUFO,0.851,High,Logistic Regression
6418-PIQSP,0.0361,Low,Logistic Regression
8220-OCUFY,0.2297,Low,Logistic Regression
3995-WFCSM,0.6977,Medium,Logistic Regression
1895-QTKDO,0.5838,Medium,Logistic Regression
2038-OEQZH,0.8295,High,Logistic Regression
1178-PZGAB,0.116,Low,Logistic Regression
7927-AUXBZ,0.6241,Medium,Logistic Regression
2626-VEEWG,0.0098,Low,Logistic Regression
2878-RMWXY,0.1401,Low,Logistic Regression
1657-DYMBM,0.016,Low,Logistic Regression
7311-MQJCH,0.2667,Low,Logistic Regression
7375-WMVMT,0.1152,Low,Logistic Regression
1136-XGEQU,0.1721,Low,Logistic Regression
2530-FMFXO,0.3095,Low,Logistic Regression
6844-DZKRF,0.5678,Medium,Logistic Regression
4695-WJZUE,0.9187,High,Logistic Regression
7619-ODSGN,0.3871,Low,Logistic Regression
5970-GHJAW,0.0167,Low,Logistic Regression
8879-XUAHX,0.1982,Low,Logistic Regression
3689-MOZGR,0.5106,Medium,Logistic Regression
4195-PNGZS,0.0089,Low,Logistic Regression
5003-XZWWO,0.0492,Low,Logistic Regression
3988-RQIXO,0.916,High,Logistic Regression
7622-FWGEW,0.0618,Low,Logistic Regression
6922-NCEDI,0.0317,Low,Logistic Regression
2514-GINMM,0.8894,High,Logistic Regression
9891-NQDBD,0.1096,Low,Logistic Regression
6131-IUNXN,0.1887,Low,Logistic Regression
8548-AWOFC,0.2263,Low,Logistic Regression
9798-DRYDS,0.2646,Low,Logistic Regression
8532-UEFWH,0.0181,Low,Logistic Regression
6296-DDOOR,0.3679,Low,Logistic Regression
7951-VRDVK,0.1191,Low,Logistic Regression
5931-FLJJF,0.8133,High,Logistic Regression
4815-YOSUK,0.1482,Low,Logistic Regression
2659-VXMWZ,0.3544,Low,Logistic Regression
0380-NEAVX,0.6623,Medium,Logistic Regression
3207-OYBWH,0.5969,Medium,Logistic Regression
4285-GYRQC,0.8567,High,Logistic Regression
7216-EWTRS,0.9316,High,Logistic Regression
4365-MSDYN,0.3959,Low,Logistic Regression
7036-TYDEC,0.2063,Low,Logistic Regression
5802-ADBRC,0.4496,Medium,Logistic Regression
8076-FEZKJ,0.1776,Low,Logistic Regression
5197-YPYBZ,0.0816,Low,Logistic Regression
8337-MSSXB,0.8145,High,Logistic Regression
4312-GVYNH,0.0333,Low,Logistic Regression
8495-LJDFO,0.5034,Medium,Logistic Regression
0839-JTCUD,0.0311,Low,Logistic Regression
5494-WOZRZ,0.0301,Low,Logistic Regression
1302-UHBDD,0.8285,High,Logistic Regression
2234-EOFPT,0.0345,Low,Logistic Regression
8619-IJNDK,0.0095,Low,Logistic Regression
8378-LKJAF,0.7178,High,Logistic Regression
8182-BJDSI,0.804,High,Logistic Regression
2528-HFYZX,0.7867,High,Logistic Regression
1153-GNOLC,0.4304,Medium,Logistic Regression
3298-QEICA,0.082,Low,Logistic Regression
0788-DXBFY,0.0424,Low,Logistic Regression
3597-YASZG,0.2058,Low,Logistic Regression
3496-LFSZU,0.8055,High,Logistic Regression
5242-UOWHD,0.0184,Low,Logistic Regression
2482-CZGBB,0.8278,High,Logistic Regression
6479-SZPLM,0.0262,Low,Logistic Regression
8097-VBQTZ,0.1589,Low,Logistic Regression
4500-HKANN,0.0924,Low,Logistic Regression
9917-KWRBE,0.141,Low,Logistic Regression
3420-ZDBMA,0.8147,High,Logistic Regression
2212-LYASK,0.3294,Low,Logistic Regression
1393-IMKZG,0.8694,High,Logistic Regression
8069-RHUXK,0.0149,Low,Logistic Regression
3398-GCPMU,0.0424,Low,Logistic Regression
2908-WGAXL,0.0203,Low,Logistic Regression
3378-AJRAO,0.0694,Low,Logistic Regression
1013-QCWAM,0.7015,High,Logistic Regression
0866-QLSIR,0.137,Low,Logistic Regression
6050-FFXES,0.1504,Low,Logistic Regression
7181-BQYBV,0.8719,High,Logistic Regression
0362-RAOQO,0.0263,Low,Logistic Regression
9554-DFKIC,0.3227,Low,Logistic Regression
5527-ACHSO,0.5349,Medium,Logistic Regression
0829-DDVLK,0.1352,Low,Logistic Regression
1399-UBQIU,0.7647,High,Logistic Regression
1813-JLKWR,0.0159,Low,Logistic Regression
0336-PIKEI,0.02,Low,Logistic Regression
7322-OCWHC,0.081,Low,Logistic Regression
9537-VHDTA,0.4158,Medium,Logistic Regression
4957-TIALW,0.1067,Low,Logistic Regression
2054-PJOCK,0.1301,Low,Logistic Regression
9150-HEPMB,0.0643,Low,Logistic Regression
9030-QGZNL,0.0957,Low,Logistic Regression
6204-IEUXJ,0.6473,Medium,Logistic Regression
3126-WQMGH,0.2915,Low,Logistic Regression
4529-CKBCL,0.8804,High,Logistic Regression
2506-CLAKW,0.6454,Medium,Logistic Regression
7176-WRTNX,0.1296,Low,Logistic Regression
1583-IHQZE,0.7838,High,Logistic Regression
5732-IKGQH,0.3311,Low,Logistic Regression
9239-GZHZE,0.1321,Low,Logistic Regression
7205-BAIAD,0.0353,Low,Logistic Regression
0151-ONTOV,0.7507,High,Logistic Regression
4140-MUHUG,0.8821,High,Logistic Regression
0093-EXYQL,0.7887,High,Logistic Regression
8064-RAVOH,0.6895,Medium,Logistic Regression
0219-QAERP,0.0803,Low,Logistic Regression
0320-JDNQG,0.6832,Medium,Logistic Regression
7180-PISOG,0.8686,High,Logistic Regression
9168-INPSZ,0.7101,High,Logistic Regression
3571-RFHAR,0.6143,Medium,Logistic Regression
0015-UOCOJ,0.6482,Medium,Logistic Regression
5334-AFQJB,0.0153,Low,Logistic Regression
2754-SDJRD,0.852,High,Logistic Regression
9578-VRMNM,0.6388,Medium,Logistic Regression
1587-FKLZB,0.6085,Medium,Logistic Regression
6140-QNRQQ,0.8097,High,Logistic Regression
8963-JLGJT,0.397,Low,Logistic Regression
4307-KTUMW,0.5477,Medium,Logistic Regression
1465-LNTLJ,0.6188,Medium,Logistic Regression
5440-FLBQG,0.2156,Low,Logistic Regression
2135-DQWAQ,0.8019,High,Logistic Regression
4056-QHXHZ,0.0906,Low,Logistic Regression
7470-MCQTK,0.7679,High,Logistic Regression
7488-MXJIV,0.8965,High,Logistic Regression
7401-JIXNM,0.0416,Low,Logistic Regression
9339-FIIJL,0.0463,Low,Logistic Regression
2027-FECZV,0.8817,High,Logistic Regression
2672-DZUOY,0.8298,High,Logistic Regression
4706-DGAHW,0.7074,High,Logistic Regression
3870-MQAMG,0.4098,Medium,Logistic Regression
6670-MFRPK,0.1147,Low,Logistic Regression
6177-PEVRA,0.0323,Low,Logistic Regression
4800-CZMPC,0.3754,Low,Logistic Regression
4813-HQMGZ,0.8534,High,Logistic Regression
7579-KKLOE,0.0405,Low,Logistic Regression
7377-DMMRI,0.6648,Medium,Logistic Regression
8402-EIVQS,0.2497,Low,Logistic Regression
4947-DSMXK,0.733,High,Logistic Regression
7245-NIIWQ,0.8527,High,Logistic Regression
0002-ORFBO,0.3024,Low,Logistic Regression
3324-OIRTO,0.1969,Low,Logistic Regression
5414-OFQCB,0.1908,Low,Logistic Regression
4967-WPNCF,0.0421,Low,Logistic Regression
8552-OBVRU,0.5653,Medium,Logistic Regression
8499-BRXTD,0.1313,Low,Logistic Regression
9154-QDGTH,0.4451,Medium,Logistic Regression
8197-BFWVU,0.0341,Low,Logistic Regression
2577-GVSIL,0.2856,Low,Logistic Regression
9367-OIUXP,0.3555,Low,Logistic Regression
6770-UAYGJ,0.0199,Low,Logistic Regression
6463-HHXJR,0.0704,Low,Logistic Regression
7928-VJYAB,0.8136,High,Logistic Regression
1187-WILMM,0.0478,Low,Logistic Regression
9776-OJUZI,0.526,Medium,Logistic Regression
1306-RPWXZ,0.0141,Low,Logistic Regression
8949-JTMAY,0.8031,High,Logistic Regression
2774-LVQUS,0.8145,High,Logistic Regression
3097-PYWXL,0.4678,Medium,Logistic Regression
2266-SJNAT,0.2377,Low,Logistic Regression
0869-PAPRP,0.7278,High,Logistic Regression
4238-JSSWH,0.7219,High,Logistic Regression
2972-YDYUW,0.3193,Low,Logistic Regression
1104-FEJAM,0.4922,Medium,Logistic Regression
2809-ILCYT,0.1612,Low,Logistic Regression
5499-ECUTN,0.1314,Low,Logistic Regression
4981-FLTMF,0.0778,Low,Logistic Regression
9121-PHQSR,0.8384,High,Logistic Regression
3113-IWHLC,0.5207,Medium,Logistic Regression
3211-ILJTT,0.7206,High,Logistic Regression
4612-THJBS,0.4775,Medium,Logistic Regression
4277-BWBML,0.0055,Low,Logistic Regression
4094-NSEDU,0.8965,High,Logistic Regression
0234-TEVTT,0.11,Low,Logistic Regression
4304-TSPVK,0.1061,Low,Logistic Regression
1552-AAGRX,0.5633,Medium,Logistic Regression
2637-FKFSY,0.6446,Medium,Logistic Regression
9796-MVYXX,0.1535,Low,Logistic Regression
7874-ECPQJ,0.366,Low,Logistic Regression
0020-INWCK,0.1369,Low,Logistic Regression
7089-RKVSZ,0.1948,Low,Logistic Regression
2683-JXWQQ,0.1048,Low,Logistic Regression
9548-ZMVTX,0.0552,Low,Logistic Regression
8739-XNIKG,0.8994,High,Logistic Regression
9755-JHNMN,0.0225,Low,Logistic Regression
3981-QSVQI,0.3909,Low,Logistic Regression
2789-HQBOU,0.8835,High,Logistic Regression
9424-CMPOG,0.0814,Low,Logistic Regression
5067-WJEUN,0.0213,Low,Logistic Regression
3450-WXOAT,0.2669,Low,Logistic Regression
9251-WNSOD,0.0729,Low,Logistic Regression
6974-DAFLI,0.0426,Low,Logistic Regression
2616-UUTFK,0.3995,Low,Logistic Regression
7064-JHXCE,0.0087,Low,Logistic Regression
5103-MHMHY,0.5232,Medium,Logistic Regression
7989-AWGEH,0.3462,Low,Logistic Regression
4373-VVHQL,0.7465,High,Logistic Regression
4559-UWIHT,0.8316,High,Logistic Regression
7268-IGMFD,0.7127,High,Logistic Regression
1846-XWOQN,0.877,High,Logistic Regression
0235-KGSLC,0.8273,High,Logistic Regression
6650-BWFRT,0.1282,Low,Logistic Regression
9570-KYEUA,0.0966,Low,Logistic Regression
6993-YGFJV,0.1496,Low,Logistic Regression
2712-SYWAY,0.6038,Medium,Logistic Regression
0730-BGQGF,0.027,Low,Logistic Regression
5498-IBWPI,0.0474,Low,Logistic Regression
9101-NTIXF,0.3865,Low,Logistic Regression
0013-SMEOE,0.1194,Low,Logistic Regression
9314-QDMDW,0.5072,Medium,Logistic Regression
9308-ANMVE,0.2051,Low,Logistic Regression
2884-GBPFB,0.6753,Medium,Logistic Regression
3757-NJYBX,0.7312,High,Logistic Regression
3413-DHLPB,0.4859,Medium,Logistic Regression
7649-PHJVR,0.1709,Low,Logistic Regression
6114-TCFID,0.1275,Low,Logistic Regression
3787-TRIAL,0.6274,Medium,Logistic Regression
2573-GYRUU,0.6736,Medium,Logistic Regression
5156-UMKOW,0.6015,Medium,Logistic Regression
1247-QBVSH,0.1765,Low,Logistic Regression
6734-GMPVK,0.8699,High,Logistic Regression
9822-OAOVB,0.7807,High,Logistic Regression
6161-ERDGD,0.0905,Low,Logistic Regression
1226-JZNKR,0.2042,Low,Logistic Regression
7318-EIVKO,0.7866,High,Logistic Regression
3771-PZOBW,0.7858,High,Logistic Regression
5136-KCKGI,0.5029,Medium,Logistic Regression
8231-BSWXX,0.2158,Low,Logistic Regression
6486-LHTMA,0.6937,Medium,Logistic Regression
4083-BFNYK,0.3599,Low,Logistic Regression
3722-WPXTK,0.9145,High,Logistic Regression
7389-KBFIT,0.6867,Medium,Logistic Regression
7176-WIONM,0.7689,High,Logistic Regression
5141-ZUVBH,0.5314,Medium,Logistic Regression
1089-HDMKP,0.5348,Medium,Logistic Regression
7623-HKYRK,0.2939,Low,Logistic Regression
0310-SUCIN,0.0689,Low,Logistic Regression
5197-PYEPU,0.3212,Low,Logistic Regression
2929-ERCFZ,0.8658,High,Logistic Regression
7548-SEPYI,0.8783,High,Logistic Regression
8835-VSDSE,0.8555,High,Logistic Regression
6619-RPLQZ,0.0174,Low,Logistic Regression
3275-RHRNE,0.315,Low,Logistic Regression
3503-TYDAY,0.5736,Medium,Logistic Regression
6901-GOGZG,0.0793,Low,Logistic Regression
1623-NLDOT,0.1273,Low,Logistic Regression
7021-XSNYE,0.1674,Low,Logistic Regression
9621-OUPYD,0.1269,Low,Logistic Regression
9898-KZQDZ,0.7307,High,Logistic Regression
8982-NHAVY,0.6642,Medium,Logistic Regression
